"","ArrivalDate","T","RA"
"1220",2014-01-02,16.2,"0"
"1221",2014-01-03,16.7,"0"
"1222",2014-01-04,16.4,"0"
"1223",2014-01-05,16.3,"0"
"1224",2014-01-06,15.3,"0"
"1225",2014-01-07,14.4,"0"
"1226",2014-01-08,14.3,"0"
"1227",2014-01-09,14.7,"0"
"1228",2014-01-10,15.6,"0"
"1229",2014-01-11,17.7,"0"
"1230",2014-01-12,17.3,"0"
"1231",2014-01-13,16.4,"0"
"1232",2014-01-14,16.5,"0"
"1233",2014-01-15,17.3,"0"
"1234",2014-01-16,17.2,"0"
"1235",2014-01-17,17.8,"0"
"1236",2014-01-18,18,"0"
"1237",2014-01-19,15.8,"0"
"1238",2014-01-20,16.9,"0"
"1239",2014-01-21,18.2,"0"
"1240",2014-01-22,17.7,"0"
"1241",2014-01-23,18.1,"0"
"1242",2014-01-24,18.5,"0"
"1243",2014-01-25,18.8,"0"
"1244",2014-01-26,19.2,"0"
"1245",2014-01-27,18.8,"0"
"1246",2014-01-28,18.4,"0"
"1247",2014-01-29,18.6,"0"
"1248",2014-01-30,18.4,"0"
"1249",2014-01-31,18.5,"0"
"1250",2014-02-01,18.1,"0"
"1251",2014-02-02,18.2,"0"
"1252",2014-02-03,18,"0"
"1253",2014-02-04,18.8,"0"
"1254",2014-02-05,17.8,"0"
"1255",2014-02-06,17.4,"0"
"1256",2014-02-07,17.4,"1"
"1257",2014-02-08,15.8,"1"
"1258",2014-02-09,17,"1"
"1259",2014-02-10,17.8,"0"
"1260",2014-02-11,18.7,"1"
"1261",2014-02-12,18,"0"
"1262",2014-02-13,16.2,"0"
"1263",2014-02-14,18.7,"1"
"1264",2014-02-15,16,"1"
"1265",2014-02-16,15.8,"1"
"1266",2014-02-17,16,"1"
"1267",2014-02-18,17.1,"0"
"1268",2014-02-19,18.4,"0"
"1269",2014-02-20,19,"0"
"1270",2014-02-21,20.1,"0"
"1271",2014-02-22,21.8,"0"
"1272",2014-02-23,21.3,"0"
"1273",2014-02-24,21.3,"0"
"1274",2014-02-25,21.7,"0"
"1275",2014-02-26,21.7,"0"
"1276",2014-02-27,22.1,"1"
"1277",2014-02-28,21.3,"1"
"1278",2014-03-01,22.2,"0"
"1279",2014-03-02,23,"0"
"1280",2014-03-03,23.1,"0"
"1281",2014-03-04,21.8,"0"
"1282",2014-03-05,19.9,"0"
"1283",2014-03-06,20.6,"0"
"1284",2014-03-07,20.5,"0"
"1285",2014-03-08,18.9,"0"
"1286",2014-03-09,22,"0"
"1287",2014-03-10,22.4,"0"
"1288",2014-03-11,22.6,"0"
"1289",2014-03-12,22.2,"0"
"1290",2014-03-13,21.7,"0"
"1291",2014-03-14,22.7,"0"
"1292",2014-03-15,24,"0"
"1293",2014-03-16,24.2,"0"
"1294",2014-03-17,25.1,"0"
"1295",2014-03-18,25.8,"0"
"1296",2014-03-19,20.9,"1"
"1297",2014-03-20,22.8,"1"
"1298",2014-03-21,20.7,"0"
"1299",2014-03-22,20.8,"0"
"1300",2014-03-23,22,"0"
"1301",2014-03-24,23.3,"0"
"1302",2014-03-25,25.9,"0"
"1303",2014-03-26,24.3,"0"
"1304",2014-03-27,24.1,"0"
"1305",2014-03-28,26,"0"
"1306",2014-03-29,22.4,"1"
"1307",2014-03-30,23.3,"0"
"1308",2014-03-31,25,"1"
"1309",2014-04-01,23.6,"0"
"1310",2014-04-02,22.9,"0"
"1311",2014-04-03,22.9,"0"
"1312",2014-04-04,20.2,"0"
"1313",2014-04-05,24.1,"0"
"1314",2014-04-06,26,"0"
"1315",2014-04-07,27.2,"0"
"1316",2014-04-08,23.1,"1"
"1317",2014-04-09,22.2,"1"
"1318",2014-04-10,25.2,"1"
"1319",2014-04-11,25.3,"1"
"1320",2014-04-12,25.9,"0"
"1321",2014-04-13,26.7,"0"
"1322",2014-04-14,28.3,"0"
"1323",2014-04-15,24.3,"0"
"1324",2014-04-16,25.5,"0"
"1325",2014-04-17,22.8,"0"
"1326",2014-04-18,26.7,"0"
"1327",2014-04-19,28.2,"0"
"1328",2014-04-20,29.3,"0"
"1329",2014-04-21,28.6,"0"
"1330",2014-04-22,29.6,"0"
"1331",2014-04-23,28.6,"0"
"1332",2014-04-24,28.4,"1"
"1333",2014-04-25,26.2,"0"
"1334",2014-04-26,27.1,"0"
"1335",2014-04-27,28.1,"0"
"1336",2014-04-28,24.9,"1"
"1337",2014-04-29,27.3,"0"
"1338",2014-04-30,29.4,"0"
"1339",2014-05-01,30,"0"
"1340",2014-05-02,24.1,"1"
"1341",2014-05-03,23,"1"
"1342",2014-05-04,23.1,"1"
"1343",2014-05-05,25.4,"0"
"1344",2014-05-06,25.5,"1"
"1345",2014-05-07,21.2,"1"
"1346",2014-05-08,21.2,"1"
"1347",2014-05-09,21.2,"1"
"1348",2014-05-10,23.3,"1"
"1349",2014-05-11,21.4,"1"
"1350",2014-05-12,23.8,"1"
"1351",2014-05-13,22.2,"1"
"1352",2014-05-14,24.6,"1"
"1353",2014-05-15,24.6,"1"
"1354",2014-05-16,25.8,"0"
"1355",2014-05-17,23.4,"1"
"1356",2014-05-18,26.1,"0"
"1357",2014-05-19,28.5,"0"
"1358",2014-05-20,28.7,"0"
"1359",2014-05-21,24.1,"1"
"1360",2014-05-22,23.5,"1"
"1361",2014-05-23,27.1,"0"
"1362",2014-05-24,29.7,"0"
"1363",2014-05-25,28.8,"1"
"1364",2014-05-26,30.3,"0"
"1365",2014-05-27,27.3,"1"
"1366",2014-05-28,28.1,"0"
"1367",2014-05-29,26.8,"0"
"1368",2014-05-30,29,"0"
"1369",2014-05-31,30.4,"0"
"1370",2014-06-01,31,"0"
"1371",2014-06-02,30.7,"0"
"1372",2014-06-03,28.5,"1"
"1373",2014-06-04,27.9,"1"
"1374",2014-06-05,28.2,"1"
"1375",2014-06-06,28,"0"
"1376",2014-06-07,29.6,"0"
"1377",2014-06-08,28.7,"0"
"1378",2014-06-09,27.9,"0"
"1379",2014-06-10,28.6,"1"
"1380",2014-06-11,29.4,"0"
"1381",2014-06-12,29.4,"0"
"1382",2014-06-13,31.1,"0"
"1383",2014-06-14,29.3,"1"
"1384",2014-06-15,29.8,"1"
"1385",2014-06-16,29.8,"0"
"1386",2014-06-17,31.5,"0"
"1387",2014-06-18,32,"1"
"1388",2014-06-19,28.8,"1"
"1389",2014-06-20,27.9,"1"
"1390",2014-06-21,28.9,"1"
"1391",2014-06-22,27.6,"1"
"1392",2014-06-23,28,"1"
"1393",2014-06-24,27.3,"1"
"1394",2014-06-25,30.3,"0"
"1395",2014-06-26,30.7,"1"
"1396",2014-06-27,28.1,"1"
"1397",2014-06-28,26.5,"1"
"1398",2014-06-29,27.2,"1"
"1399",2014-06-30,28.8,"1"
"1400",2014-07-01,31.2,"0"
"1401",2014-07-02,30.8,"0"
"1402",2014-07-03,27.6,"1"
"1403",2014-07-04,29.7,"0"
"1404",2014-07-05,29.9,"1"
"1405",2014-07-06,29.4,"0"
"1406",2014-07-07,28.4,"1"
"1407",2014-07-08,27.6,"1"
"1408",2014-07-09,30.2,"0"
"1409",2014-07-10,30.4,"0"
"1410",2014-07-11,32.3,"0"
"1411",2014-07-12,30.3,"0"
"1412",2014-07-13,NA,"0"
"1413",2014-07-14,28.9,"1"
"1414",2014-07-15,26.9,"1"
"1415",2014-07-16,28.9,"1"
"1416",2014-07-17,28.9,"0"
"1417",2014-07-18,29.2,"1"
"1418",2014-07-19,29.1,"0"
"1419",2014-07-20,31.4,"0"
"1420",2014-07-21,29.5,"1"
"1421",2014-07-22,27.4,"1"
"1422",2014-07-23,29.3,"1"
"1423",2014-07-24,30.3,"0"
"1424",2014-07-25,31.7,"0"
"1425",2014-07-26,30.8,"0"
"1426",2014-07-27,32.2,"1"
"1427",2014-07-28,28.7,"1"
"1428",2014-07-29,30.3,"0"
"1429",2014-07-30,30.2,"0"
"1430",2014-07-31,31,"1"
"1431",2014-08-01,30.5,"0"
"1432",2014-08-02,30.6,"0"
"1433",2014-08-03,29,"1"
"1434",2014-08-04,30.5,"1"
"1435",2014-08-05,28.2,"1"
"1436",2014-08-06,28.9,"0"
"1437",2014-08-07,30.2,"0"
"1438",2014-08-08,30.6,"1"
"1439",2014-08-09,29.8,"0"
"1440",2014-08-10,28.5,"1"
"1441",2014-08-11,27.7,"1"
"1442",2014-08-12,26,"1"
"1443",2014-08-13,25.7,"1"
"1444",2014-08-14,24.1,"1"
"1445",2014-08-15,24.3,"1"
"1446",2014-08-16,26.8,"1"
"1447",2014-08-17,28.7,"0"
"1448",2014-08-18,28.6,"0"
"1449",2014-08-19,28,"1"
"1450",2014-08-20,29.4,"0"
"1451",2014-08-21,27.1,"1"
"1452",2014-08-22,25.7,"1"
"1453",2014-08-23,23.9,"1"
"1454",2014-08-24,23.1,"1"
"1455",2014-08-25,23.7,"1"
"1456",2014-08-26,25.7,"0"
"1457",2014-08-27,27.7,"0"
"1458",2014-08-28,29.3,"0"
"1459",2014-08-29,30.7,"0"
"1460",2014-08-30,29.5,"0"
"1461",2014-08-31,31,"0"
"1462",2014-09-01,31.2,"0"
"1463",2014-09-02,29.2,"1"
"1464",2014-09-03,30.9,"0"
"1465",2014-09-04,31.2,"0"
"1466",2014-09-05,30.2,"0"
"1467",2014-09-06,30.1,"0"
"1468",2014-09-07,26,"1"
"1469",2014-09-08,29.5,"0"
"1470",2014-09-09,27.2,"1"
"1471",2014-09-10,27.2,"1"
"1472",2014-09-11,28.1,"1"
"1473",2014-09-12,25.6,"1"
"1474",2014-09-13,27,"1"
"1475",2014-09-14,29.1,"0"
"1476",2014-09-15,29.2,"1"
"1477",2014-09-16,28.9,"1"
"1478",2014-09-17,30.6,"0"
"1479",2014-09-18,29.9,"0"
"1480",2014-09-19,27.2,"1"
"1481",2014-09-20,25.8,"1"
"1482",2014-09-21,26.3,"1"
"1483",2014-09-22,25.4,"1"
"1484",2014-09-23,23.6,"1"
"1485",2014-09-24,26.2,"0"
"1486",2014-09-25,27.7,"1"
"1487",2014-09-26,25.3,"1"
"1488",2014-09-27,26.5,"0"
"1489",2014-09-28,25.6,"1"
"1490",2014-09-29,27.7,"0"
"1491",2014-09-30,28.7,"0"
"1492",2014-10-01,28.8,"0"
"1493",2014-10-02,28.7,"0"
"1494",2014-10-03,28.4,"0"
"1495",2014-10-04,27.9,"0"
"1496",2014-10-05,28.6,"0"
"1497",2014-10-06,29.6,"0"
"1498",2014-10-07,29.5,"0"
"1499",2014-10-08,29.7,"0"
"1500",2014-10-09,29.4,"0"
"1501",2014-10-10,28.8,"0"
"1502",2014-10-11,28.1,"0"
"1503",2014-10-12,28.4,"0"
"1504",2014-10-13,29.4,"0"
"1505",2014-10-14,30,"0"
"1506",2014-10-15,26.7,"1"
"1507",2014-10-16,27,"1"
"1508",2014-10-17,27.3,"0"
"1509",2014-10-18,27.4,"0"
"1510",2014-10-19,25.8,"0"
"1511",2014-10-20,25.7,"0"
"1512",2014-10-21,26.2,"0"
"1513",2014-10-22,25.6,"0"
"1514",2014-10-23,25.9,"0"
"1515",2014-10-24,25.7,"0"
"1516",2014-10-25,25.1,"0"
"1517",2014-10-26,23.6,"0"
"1518",2014-10-27,23.5,"0"
"1519",2014-10-28,24.1,"0"
"1520",2014-10-29,24.5,"0"
"1521",2014-10-30,24.6,"0"
"1522",2014-10-31,24.2,"0"
"1523",2014-11-01,24.4,"0"
"1524",2014-11-02,24.9,"0"
"1525",2014-11-03,26,"0"
"1526",2014-11-04,24.8,"1"
"1527",2014-11-05,24.7,"0"
"1528",2014-11-06,24.6,"0"
"1529",2014-11-07,24.1,"0"
"1530",2014-11-08,24,"0"
"1531",2014-11-09,23.7,"0"
"1532",2014-11-10,24.2,"0"
"1533",2014-11-11,25.6,"0"
"1534",2014-11-12,22.8,"1"
"1535",2014-11-13,22.4,"1"
"1536",2014-11-14,22.5,"0"
"1537",2014-11-15,23.5,"0"
"1538",2014-11-16,23.2,"0"
"1539",2014-11-17,23.9,"0"
"1540",2014-11-18,23.3,"0"
"1541",2014-11-19,22.8,"0"
"1542",2014-11-20,23,"0"
"1543",2014-11-21,24.7,"0"
"1544",2014-11-22,21,"0"
"1545",2014-11-23,19.4,"1"
"1546",2014-11-24,19.5,"0"
"1547",2014-11-25,19.8,"0"
"1548",2014-11-26,19.4,"0"
"1549",2014-11-27,20.6,"0"
"1550",2014-11-28,18,"0"
"1551",2014-11-29,18.5,"0"
"1552",2014-11-30,19.2,"0"
"1553",2014-12-01,19.7,"0"
"1554",2014-12-02,20.8,"0"
"1555",2014-12-03,21.6,"0"
"1556",2014-12-04,23.3,"1"
"1557",2014-12-05,21.2,"0"
"1558",2014-12-06,21.3,"0"
"1559",2014-12-07,21.9,"0"
"1560",2014-12-08,22.2,"0"
"1561",2014-12-09,21.8,"0"
"1562",2014-12-10,20.2,"0"
"1563",2014-12-11,19.6,"0"
"1564",2014-12-12,20.9,"1"
"1565",2014-12-13,18.3,"0"
"1566",2014-12-14,18.7,"0"
"1567",2014-12-15,18,"0"
"1568",2014-12-16,19,"0"
"1569",2014-12-17,17.6,"0"
"1570",2014-12-18,18.4,"0"
"1571",2014-12-19,17.5,"0"
"1572",2014-12-20,16.7,"0"
"1573",2014-12-21,16.7,"0"
"1574",2014-12-22,16.4,"0"
"1575",2014-12-23,17.7,"0"
"1576",2014-12-24,17.6,"0"
"1577",2014-12-25,17.7,"0"
"1578",2014-12-26,17.3,"0"
"1579",2014-12-27,17.5,"0"
"1580",2014-12-28,17.8,"0"
"1581",2014-12-29,17.3,"0"
"1582",2014-12-30,18.4,"0"
"1583",2014-12-31,NA,"0"
"1584",2015-01-01,18.5,"0"
"1585",2015-01-02,19.2,"0"
"1586",2015-01-03,19.3,"0"
"1587",2015-01-04,18.7,"1"
"1588",2015-01-05,17.8,"0"
"1589",2015-01-06,17.6,"0"
"1590",2015-01-07,18.2,"0"
"1591",2015-01-08,18.7,"0"
"1592",2015-01-09,18.7,"0"
"1593",2015-01-10,18.2,"0"
"1594",2015-01-11,17.8,"0"
"1595",2015-01-12,17.6,"0"
"1596",2015-01-13,17.1,"0"
"1597",2015-01-14,18,"0"
"1598",2015-01-15,18.2,"0"
"1599",2015-01-16,18.4,"0"
"1600",2015-01-17,18.9,"0"
"1601",2015-01-18,17.8,"0"
"1602",2015-01-19,18.1,"0"
"1603",2015-01-20,18.2,"0"
"1604",2015-01-21,18.1,"0"
"1605",2015-01-22,18.1,"0"
"1606",2015-01-23,18.9,"0"
"1607",2015-01-24,18.9,"1"
"1608",2015-01-25,18.7,"0"
"1609",2015-01-26,18.6,"0"
"1610",2015-01-27,18.8,"0"
"1611",2015-01-28,19.9,"0"
"1612",2015-01-29,20.5,"1"
"1613",2015-01-30,18.8,"0"
"1614",2015-01-31,17.6,"0"
"1615",2015-02-01,17.4,"0"
"1616",2015-02-02,18.2,"0"
"1617",2015-02-03,18.7,"0"
"1618",2015-02-04,20,"0"
"1619",2015-02-05,19.7,"0"
"1620",2015-02-06,19.5,"0"
"1621",2015-02-07,19.3,"0"
"1622",2015-02-08,19,"0"
"1623",2015-02-09,19.9,"0"
"1624",2015-02-10,19.4,"0"
"1625",2015-02-11,19.3,"0"
"1626",2015-02-12,19.8,"0"
"1627",2015-02-13,15.5,"1"
"1628",2015-02-14,17.2,"0"
"1629",2015-02-15,18.6,"0"
"1630",2015-02-16,19.2,"0"
"1631",2015-02-17,19.6,"0"
"1632",2015-02-18,21.2,"0"
"1633",2015-02-19,17.3,"1"
"1634",2015-02-20,20.2,"0"
"1635",2015-02-21,21.8,"0"
"1636",2015-02-22,21.3,"0"
"1637",2015-02-23,21.7,"0"
"1638",2015-02-24,23.9,"0"
"1639",2015-02-25,23.3,"1"
"1640",2015-02-26,19.4,"1"
"1641",2015-02-27,21.4,"1"
"1642",2015-02-28,21.7,"0"
"1643",2015-03-01,23.8,"0"
"1644",2015-03-02,23.7,"1"
"1645",2015-03-03,21.4,"1"
"1646",2015-03-04,20.3,"0"
"1647",2015-03-05,20,"1"
"1648",2015-03-06,20.1,"0"
"1649",2015-03-07,20.7,"0"
"1650",2015-03-08,21.6,"0"
"1651",2015-03-09,21.9,"0"
"1652",2015-03-10,23.6,"0"
"1653",2015-03-11,24.1,"0"
"1654",2015-03-12,23.9,"0"
"1655",2015-03-13,24,"0"
"1656",2015-03-14,23.5,"0"
"1657",2015-03-15,21.6,"0"
"1658",2015-03-16,21.9,"1"
"1659",2015-03-17,24.1,"0"
"1660",2015-03-18,23.4,"1"
"1661",2015-03-19,23.2,"1"
"1662",2015-03-20,22.8,"0"
"1663",2015-03-21,23.7,"0"
"1664",2015-03-22,24.6,"0"
"1665",2015-03-23,26.2,"0"
"1666",2015-03-24,22.1,"1"
"1667",2015-03-25,24.4,"0"
"1668",2015-03-26,25.7,"0"
"1669",2015-03-27,22.4,"1"
"1670",2015-03-28,19.8,"1"
"1671",2015-03-29,25,"0"
"1672",2015-03-30,26.9,"0"
"1673",2015-03-31,20.5,"1"
"1674",2015-04-01,19.6,"1"
"1675",2015-04-02,18.6,"1"
"1676",2015-04-03,23.1,"0"
"1677",2015-04-04,20.9,"1"
"1678",2015-04-05,22,"1"
"1679",2015-04-06,21.2,"1"
"1680",2015-04-07,22.1,"0"
"1681",2015-04-08,21.2,"1"
"1682",2015-04-09,21.4,"1"
"1683",2015-04-10,20.4,"1"
"1684",2015-04-11,20.2,"1"
"1685",2015-04-12,24.7,"0"
"1686",2015-04-13,25.4,"0"
"1687",2015-04-14,27.3,"0"
"1688",2015-04-15,28.1,"0"
"1689",2015-04-16,29,"0"
"1690",2015-04-17,23.5,"1"
"1691",2015-04-18,20.7,"1"
"1692",2015-04-19,20.2,"1"
"1693",2015-04-20,24.6,"0"
"1694",2015-04-21,23.1,"1"
"1695",2015-04-22,21.2,"1"
"1696",2015-04-23,20.2,"1"
"1697",2015-04-24,21.1,"1"
"1698",2015-04-25,24.5,"0"
"1699",2015-04-26,23.7,"0"
"1700",2015-04-27,25.1,"0"
"1701",2015-04-28,26.2,"0"
"1702",2015-04-29,24.2,"1"
"1703",2015-04-30,25,"0"
"1704",2015-05-01,26.5,"0"
"1705",2015-05-02,26.9,"1"
"1706",2015-05-03,24.9,"1"
"1707",2015-05-04,23.5,"1"
"1708",2015-05-05,24,"1"
"1709",2015-05-06,27,"0"
"1710",2015-05-07,25.3,"0"
"1711",2015-05-08,25.8,"1"
"1712",2015-05-09,27.3,"0"
"1713",2015-05-10,29.1,"0"
"1714",2015-05-11,29.1,"0"
"1715",2015-05-12,25.8,"1"
"1716",2015-05-13,26.8,"1"
"1717",2015-05-14,25.4,"1"
"1718",2015-05-15,24.2,"1"
"1719",2015-05-16,23.8,"1"
"1720",2015-05-17,24.1,"1"
"1721",2015-05-18,27.2,"0"
"1722",2015-05-19,28.8,"0"
"1723",2015-05-20,30.9,"0"
"1724",2015-05-21,28.1,"1"
"1725",2015-05-22,25.8,"1"
"1726",2015-05-23,22.8,"1"
"1727",2015-05-24,24.5,"1"
"1728",2015-05-25,24.1,"1"
"1729",2015-05-26,25,"1"
"1730",2015-05-27,23.2,"1"
"1731",2015-05-28,22.8,"1"
"1732",2015-05-29,24.5,"1"
"1733",2015-05-30,28.1,"0"
"1734",2015-05-31,24.8,"1"
"1735",2015-06-01,25.3,"1"
"1736",2015-06-02,24.5,"1"
"1737",2015-06-03,26.8,"0"
"1738",2015-06-04,28.2,"0"
"1739",2015-06-05,25.2,"1"
"1740",2015-06-06,25.2,"1"
"1741",2015-06-07,23.1,"1"
"1742",2015-06-08,22.5,"1"
"1743",2015-06-09,22.2,"1"
"1744",2015-06-10,23.6,"1"
"1745",2015-06-11,27.3,"1"
"1746",2015-06-12,26.1,"1"
"1747",2015-06-13,25,"1"
"1748",2015-06-14,25.9,"1"
"1749",2015-06-15,27.3,"1"
"1750",2015-06-16,27,"1"
"1751",2015-06-17,26.8,"1"
"1752",2015-06-18,28.9,"1"
"1753",2015-06-19,28.8,"1"
"1754",2015-06-20,30.5,"0"
"1755",2015-06-21,29.6,"1"
"1756",2015-06-22,28.4,"1"
"1757",2015-06-23,29.8,"1"
"1758",2015-06-24,30.6,"0"
"1759",2015-06-25,32.5,"0"
"1760",2015-06-26,33.9,"0"
"1761",2015-06-27,31.2,"1"
"1762",2015-06-28,30.1,"0"
"1763",2015-06-29,27.6,"1"
"1764",2015-06-30,27.6,"1"
"1765",2015-07-01,27.4,"1"
"1766",2015-07-02,28.2,"1"
"1767",2015-07-03,29.3,"1"
"1768",2015-07-04,26.4,"1"
"1769",2015-07-05,28.2,"0"
"1770",2015-07-06,30.9,"0"
"1771",2015-07-07,32.2,"0"
"1772",2015-07-08,31.6,"0"
"1773",2015-07-09,30.8,"0"
"1774",2015-07-10,28.7,"1"
"1775",2015-07-11,31.2,"0"
"1776",2015-07-12,28.2,"1"
"1777",2015-07-13,28.8,"1"
"1778",2015-07-14,27.2,"1"
"1779",2015-07-15,27.2,"1"
"1780",2015-07-16,29.2,"1"
"1781",2015-07-17,30.6,"0"
"1782",2015-07-18,30.8,"0"
"1783",2015-07-19,30.6,"0"
"1784",2015-07-20,29.7,"1"
"1785",2015-07-21,26.2,"1"
"1786",2015-07-22,28.9,"1"
"1787",2015-07-23,25.9,"1"
"1788",2015-07-24,25.6,"1"
"1789",2015-07-25,28.9,"0"
"1790",2015-07-26,31.6,"0"
"1791",2015-07-27,31.3,"0"
"1792",2015-07-28,31.6,"0"
"1793",2015-07-29,31.9,"0"
"1794",2015-07-30,31.3,"0"
"1795",2015-07-31,29.5,"1"
"1796",2015-08-01,29.7,"1"
"1797",2015-08-02,31.4,"0"
"1798",2015-08-03,28.7,"1"
"1799",2015-08-04,26.6,"1"
"1800",2015-08-05,24.8,"1"
"1801",2015-08-06,27.5,"1"
"1802",2015-08-07,27.7,"1"
"1803",2015-08-08,30.3,"0"
"1804",2015-08-09,30.6,"0"
"1805",2015-08-10,31.5,"0"
"1806",2015-08-11,30.8,"1"
"1807",2015-08-12,29.4,"1"
"1808",2015-08-13,29,"1"
"1809",2015-08-14,28.2,"1"
"1810",2015-08-15,27.3,"1"
"1811",2015-08-16,28.1,"1"
"1812",2015-08-17,27.9,"1"
"1813",2015-08-18,27.3,"1"
"1814",2015-08-19,26.3,"1"
"1815",2015-08-20,23.9,"1"
"1816",2015-08-21,26.1,"1"
"1817",2015-08-22,28.7,"1"
"1818",2015-08-23,26.9,"1"
"1819",2015-08-24,27.8,"1"
"1820",2015-08-25,28.3,"1"
"1821",2015-08-26,29.7,"1"
"1822",2015-08-27,27,"1"
"1823",2015-08-28,26.4,"1"
"1824",2015-08-29,24.3,"1"
"1825",2015-08-30,24.3,"1"
"1826",2015-08-31,25.8,"1"
"1827",2015-09-01,25.6,"1"
"1828",2015-09-02,26.8,"1"
"1829",2015-09-03,27.5,"1"
"1830",2015-09-04,28.6,"0"
"1831",2015-09-05,27.2,"1"
"1832",2015-09-06,28.6,"1"
"1833",2015-09-07,27.7,"0"
"1834",2015-09-08,28.5,"1"
"1835",2015-09-09,30.1,"0"
"1836",2015-09-10,30.4,"1"
"1837",2015-09-11,27.8,"1"
"1838",2015-09-12,27.9,"1"
"1839",2015-09-13,29.7,"0"
"1840",2015-09-14,28.2,"1"
"1841",2015-09-15,29.6,"1"
"1842",2015-09-16,28.9,"0"
"1843",2015-09-17,30.4,"0"
"1844",2015-09-18,31.3,"0"
"1845",2015-09-19,30.1,"1"
"1846",2015-09-20,26.2,"1"
"1847",2015-09-21,26.9,"1"
"1848",2015-09-22,25.9,"1"
"1849",2015-09-23,26.1,"1"
"1850",2015-09-24,26.8,"1"
"1851",2015-09-25,26.6,"1"
"1852",2015-09-26,28,"1"
"1853",2015-09-27,28.6,"0"
"1854",2015-09-28,29.1,"0"
"1855",2015-09-29,29.5,"0"
"1856",2015-09-30,28.8,"0"
"1857",2015-10-01,29.6,"0"
"1858",2015-10-02,29.7,"0"
"1859",2015-10-03,27.4,"1"
"1860",2015-10-04,29.5,"0"
"1861",2015-10-05,28.3,"0"
"1862",2015-10-06,28.8,"0"
"1863",2015-10-07,29.8,"0"
"1864",2015-10-08,26.7,"1"
"1865",2015-10-09,27,"0"
"1866",2015-10-10,22.8,"1"
"1867",2015-10-11,25.8,"0"
"1868",2015-10-12,26.8,"0"
"1869",2015-10-13,27.1,"0"
"1870",2015-10-14,26.4,"0"
"1871",2015-10-15,23.4,"1"
"1872",2015-10-16,26.1,"0"
"1873",2015-10-17,27.5,"0"
"1874",2015-10-18,26.7,"0"
"1875",2015-10-19,27.2,"0"
"1876",2015-10-20,27,"0"
"1877",2015-10-21,26.7,"1"
"1878",2015-10-22,26.3,"0"
"1879",2015-10-23,25.4,"0"
"1880",2015-10-24,23.4,"1"
"1881",2015-10-25,24.6,"0"
"1882",2015-10-26,24.9,"0"
"1883",2015-10-27,24.9,"0"
"1884",2015-10-28,24.9,"0"
"1885",2015-10-29,24.3,"0"
"1886",2015-10-30,24.3,"0"
"1887",2015-10-31,23.4,"0"
"1888",2015-11-01,23,"0"
"1889",2015-11-02,23.8,"0"
"1890",2015-11-03,25.2,"0"
"1891",2015-11-04,20.3,"1"
"1892",2015-11-05,20.7,"0"
"1893",2015-11-06,21.3,"0"
"1894",2015-11-07,22.1,"0"
"1895",2015-11-08,21.7,"0"
"1896",2015-11-09,22,"0"
"1897",2015-11-10,21.7,"0"
"1898",2015-11-11,21.6,"0"
"1899",2015-11-12,21.1,"0"
"1900",2015-11-13,21.6,"0"
"1901",2015-11-14,20.3,"0"
"1902",2015-11-15,22.7,"0"
"1903",2015-11-16,22.6,"1"
"1904",2015-11-17,21.5,"1"
"1905",2015-11-18,20.3,"0"
"1906",2015-11-19,20.8,"0"
"1907",2015-11-20,21.1,"0"
"1908",2015-11-21,21.2,"0"
"1909",2015-11-22,21,"0"
"1910",2015-11-23,20.8,"0"
"1911",2015-11-24,20.2,"0"
"1912",2015-11-25,20.1,"0"
"1913",2015-11-26,20.3,"0"
"1914",2015-11-27,21.2,"0"
"1915",2015-11-28,21.6,"0"
"1916",2015-11-29,20.8,"0"
"1917",2015-11-30,20.7,"0"
"1918",2015-12-01,20.7,"0"
"1919",2015-12-02,21.4,"0"
"1920",2015-12-03,19.8,"1"
"1921",2015-12-04,18.3,"1"
"1922",2015-12-05,19.2,"0"
"1923",2015-12-06,18.6,"0"
"1924",2015-12-07,19.4,"0"
"1925",2015-12-08,21.2,"0"
"1926",2015-12-09,21.2,"0"
"1927",2015-12-10,20.7,"0"
"1928",2015-12-11,19.6,"1"
"1929",2015-12-12,17.6,"1"
"1930",2015-12-13,19.2,"0"
"1931",2015-12-14,18.7,"1"
"1932",2015-12-15,17.9,"1"
"1933",2015-12-16,16.6,"0"
"1934",2015-12-17,17.8,"0"
"1935",2015-12-18,17.6,"0"
"1936",2015-12-19,16.7,"1"
"1937",2015-12-20,17.7,"0"
"1938",2015-12-21,18.9,"0"
"1939",2015-12-22,17.1,"0"
"1940",2015-12-23,17.8,"0"
"1941",2015-12-24,18.1,"0"
"1942",2015-12-25,18.8,"0"
"1943",2015-12-26,17.9,"0"
"1944",2015-12-27,18.2,"0"
"1945",2015-12-28,19.2,"0"
"1946",2015-12-29,19.6,"0"
"1947",2015-12-30,20.7,"0"
"1948",2015-12-31,NA,"0"
