,ArrivalDate,T,RA
1825,8/30/2015,24.3,1
1826,8/31/2015,25.8,1
1827,9/1/2015,25.6,1
1828,9/2/2015,26.8,1
1829,9/3/2015,27.5,1
1830,9/4/2015,28.6,0
1831,9/5/2015,27.2,1
1832,9/6/2015,28.6,1
1833,9/7/2015,27.7,0
1834,9/8/2015,28.5,1
1835,9/9/2015,30.1,0
1836,9/10/2015,30.4,1
1837,9/11/2015,27.8,1
1838,9/12/2015,27.9,1
1839,9/13/2015,29.7,0
1840,9/14/2015,28.2,1
1841,9/15/2015,29.6,1
1842,9/16/2015,28.9,0
1843,9/17/2015,30.4,0
1844,9/18/2015,31.3,0
1845,9/19/2015,30.1,1
1846,9/20/2015,26.2,1
1847,9/21/2015,26.9,1
1848,9/22/2015,25.9,1
1849,9/23/2015,26.1,1
1850,9/24/2015,26.8,1
1851,9/25/2015,26.6,1
1852,9/26/2015,28,1
1853,9/27/2015,28.6,0
1854,9/28/2015,29.1,0
1855,9/29/2015,29.5,0
1856,9/30/2015,28.8,0
1857,10/1/2015,29.6,0
1858,10/2/2015,29.7,0
1859,10/3/2015,27.4,1
1860,10/4/2015,29.5,0
1861,10/5/2015,28.3,0
1862,10/6/2015,28.8,0
1863,10/7/2015,29.8,0
1864,10/8/2015,26.7,1
1865,10/9/2015,27,0
1866,10/10/2015,22.8,1
1867,10/11/2015,25.8,0
1868,10/12/2015,26.8,0
1869,10/13/2015,27.1,0
1870,10/14/2015,26.4,0
1871,10/15/2015,23.4,1
1872,10/16/2015,26.1,0
1873,10/17/2015,27.5,0
1874,10/18/2015,26.7,0
1875,10/19/2015,27.2,0
1876,10/20/2015,27,0
1877,10/21/2015,26.7,1
1878,10/22/2015,26.3,0
1879,10/23/2015,25.4,0
1880,10/24/2015,23.4,1
1881,10/25/2015,24.6,0
1882,10/26/2015,24.9,0
1883,10/27/2015,24.9,0
1884,10/28/2015,24.9,0
1885,10/29/2015,24.3,0
1886,10/30/2015,24.3,0
1887,10/31/2015,23.4,0
1888,11/1/2015,23,0
1889,11/2/2015,23.8,0
1890,11/3/2015,25.2,0
1891,11/4/2015,20.3,1
1892,11/5/2015,20.7,0
1893,11/6/2015,21.3,0
1894,11/7/2015,22.1,0
1895,11/8/2015,21.7,0
1896,11/9/2015,22,0
1897,11/10/2015,21.7,0
1898,11/11/2015,21.6,0
1899,11/12/2015,21.1,0
1900,11/13/2015,21.6,0
1901,11/14/2015,20.3,0
1902,11/15/2015,22.7,0
1903,11/16/2015,22.6,1
1904,11/17/2015,21.5,1
1905,11/18/2015,20.3,0
1906,11/19/2015,20.8,0
1907,11/20/2015,21.1,0
1908,11/21/2015,21.2,0
1909,11/22/2015,21,0
1910,11/23/2015,20.8,0
1911,11/24/2015,20.2,0
1912,11/25/2015,20.1,0
1913,11/26/2015,20.3,0
1914,11/27/2015,21.2,0
1915,11/28/2015,21.6,0
1916,11/29/2015,20.8,0
1917,11/30/2015,20.7,0
1918,12/1/2015,20.7,0
1919,12/2/2015,21.4,0
1920,12/3/2015,19.8,1
1921,12/4/2015,18.3,1
1922,12/5/2015,19.2,0
1923,12/6/2015,18.6,0
1924,12/7/2015,19.4,0
1925,12/8/2015,21.2,0
1926,12/9/2015,21.2,0
1927,12/10/2015,20.7,0
1928,12/11/2015,19.6,1
1929,12/12/2015,17.6,1
1930,12/13/2015,19.2,0
1931,12/14/2015,18.7,1
1932,12/15/2015,17.9,1
1933,12/16/2015,16.6,0
1934,12/17/2015,17.8,0
1935,12/18/2015,17.6,0
1936,12/19/2015,16.7,1
1937,12/20/2015,17.7,0
1938,12/21/2015,18.9,0
1939,12/22/2015,17.1,0
1940,12/23/2015,17.8,0
1941,12/24/2015,18.1,0
1942,12/25/2015,18.8,0
1943,12/26/2015,17.9,0
1944,12/27/2015,18.2,0
1945,12/28/2015,19.2,0
1946,12/29/2015,19.6,0
1947,12/30/2015,20.7,0
1948,12/31/2015,NA,0
