,ArrivalDate,Price,T,RA
782,6/16/2014,7150,29.8,0
783,6/18/2014,7150,32,1
784,6/19/2014,7350,28.8,1
785,6/24/2014,7350,27.3,1
786,6/25/2014,7350,30.3,0
787,6/26/2014,7250,30.7,1
788,6/27/2014,7250,28.1,1
789,6/30/2014,7250,28.8,1
790,7/1/2014,7350,31.2,0
791,7/2/2014,7350,30.8,0
792,7/3/2014,7150,27.6,1
793,7/4/2014,7150,29.7,0
794,7/7/2014,7150,28.4,1
795,7/8/2014,7150,27.6,1
796,7/9/2014,7150,30.2,0
797,7/10/2014,7150,30.4,0
798,7/11/2014,7150,32.3,0
799,7/15/2014,7150,26.9,1
800,7/16/2014,7150,28.9,1
801,7/17/2014,7150,28.9,0
802,7/18/2014,7150,29.2,1
803,7/21/2014,7150,29.5,1
804,7/22/2014,7150,27.4,1
805,7/23/2014,7150,29.3,1
806,7/24/2014,7150,30.3,0
807,7/25/2014,7150,31.7,0
808,7/28/2014,7150,28.7,1
809,7/30/2014,7150,30.2,0
810,7/31/2014,7150,31,1
811,8/1/2014,7150,30.5,0
812,8/4/2014,7150,30.5,1
813,8/5/2014,7150,28.2,1
814,8/6/2014,7150,28.9,0
815,8/8/2014,7150,30.6,1
816,8/11/2014,7150,27.7,1
817,8/12/2014,7350,26,1
818,8/13/2014,7350,25.7,1
819,8/14/2014,7550,24.1,1
820,8/19/2014,7550,28,1
821,8/20/2014,7550,29.4,0
822,8/26/2014,7650,25.7,0
823,8/27/2014,7650,27.7,0
824,8/28/2014,7650,29.3,0
825,9/2/2014,7650,29.2,1
826,9/3/2014,7650,30.9,0
827,9/4/2014,7650,31.2,0
828,9/5/2014,7650,30.2,0
829,9/8/2014,7650,29.5,0
830,9/9/2014,7650,27.2,1
831,9/10/2014,7650,27.2,1
832,9/11/2014,7650,28.1,1
833,9/12/2014,7650,25.6,1
834,9/15/2014,7650,29.2,1
835,9/17/2014,7650,30.6,0
836,9/18/2014,7650,29.9,0
837,9/19/2014,7650,27.2,1
838,9/22/2014,7650,25.4,1
839,9/23/2014,7450,23.6,1
840,9/25/2014,7450,27.7,1
841,9/26/2014,7450,25.3,1
842,9/29/2014,7400,27.7,0
843,9/30/2014,7400,28.7,0
844,10/7/2014,7400,29.5,0
845,10/10/2014,7200,28.8,0
846,10/13/2014,7200,29.4,0
847,10/14/2014,7200,30,0
848,10/15/2014,7200,26.7,1
849,10/16/2014,7200,27,1
850,10/17/2014,7200,27.3,0
851,10/20/2014,7200,25.7,0
852,10/21/2014,7200,26.2,0
853,10/27/2014,7200,23.5,0
854,10/28/2014,7200,24.1,0
855,10/29/2014,7200,24.5,0
856,10/31/2014,7200,24.2,0
857,11/3/2014,7200,26,0
858,11/5/2014,7200,24.7,0
859,11/7/2014,7200,24.1,0
860,11/10/2014,7200,24.2,0
861,11/11/2014,7200,25.6,0
862,11/12/2014,7200,22.8,1
863,11/13/2014,7200,22.4,1
864,11/14/2014,7350,22.5,0
865,11/17/2014,7450,23.9,0
866,11/18/2014,7450,23.3,0
867,11/19/2014,7450,22.8,0
868,11/20/2014,7450,23,0
869,11/21/2014,7550,24.7,0
870,11/24/2014,7550,19.5,0
871,11/25/2014,7550,19.8,0
872,11/26/2014,7550,19.4,0
873,11/27/2014,7550,20.6,0
874,11/28/2014,7550,18,0
875,12/1/2014,7550,19.7,0
876,12/2/2014,7550,20.8,0
877,12/3/2014,7550,21.6,0
878,12/4/2014,7550,23.3,1
879,12/5/2014,7550,21.2,0
880,12/8/2014,7550,22.2,0
881,12/9/2014,7550,21.8,0
882,12/10/2014,7550,20.2,0
883,12/11/2014,7550,19.6,0
884,12/12/2014,7550,20.9,1
885,12/15/2014,7550,18,0
886,12/16/2014,7550,19,0
887,12/17/2014,7550,17.6,0
888,12/19/2014,7550,17.5,0
889,12/22/2014,7550,16.4,0
890,12/23/2014,7550,17.7,0
891,12/24/2014,7550,17.6,0
892,12/29/2014,7550,17.3,0
893,12/30/2014,7550,18.4,0
184,1/2/2015,7300,19.2,0
2100,1/3/2015,7350,19.3,0
3100,1/7/2015,7350,18.2,0
4100,1/8/2015,7350,18.7,0
5100,1/9/2015,7350,18.7,0
6100,1/13/2015,7350,17.1,0
7100,1/19/2015,7350,18.1,0
894,1/20/2015,7700,18.2,0
910,1/22/2015,7700,18.1,0
1010,1/28/2015,7700,19.9,0
1110,5/8/2015,9300,25.8,1
1210,5/11/2015,9300,29.1,0
1310,5/12/2015,9300,25.8,1
1410,5/14/2015,9300,25.4,1
1510,5/19/2015,9300,28.8,0
1610,5/20/2015,9300,30.9,0
1710,5/21/2015,9300,28.1,1
185,5/22/2015,9300,25.8,1
1910,5/26/2015,9905,25,1
2010,5/27/2015,9905,23.2,1
2110,5/28/2015,9905,22.8,1
2210,5/29/2015,9905,24.5,1
2310,5/30/2015,9905,28.1,0
2410,7/30/2015,9950,31.3,0
2510,7/31/2015,9950,29.5,1
2610,8/1/2015,9950,29.7,1
2710,8/3/2015,9950,28.7,1
2810,8/4/2015,9950,26.6,1
2910,8/7/2015,9950,27.7,1
3010,8/11/2015,9950,30.8,1
3110,8/12/2015,10340,29.4,1
3210,8/14/2015,10340,28.2,1
3310,8/17/2015,10340,27.9,1
3410,8/18/2015,10340,27.3,1
3510,8/21/2015,10340,26.1,1
3610,8/25/2015,10340,28.3,1
3710,8/28/2015,10340,26.4,1
3810,8/29/2015,10340,24.3,1
3910,9/2/2015,10340,26.8,1
4010,9/7/2015,10340,27.7,0
4110,9/8/2015,10340,28.5,1
4210,9/9/2015,10340,30.1,0
4310,9/11/2015,10340,27.8,1
4410,9/14/2015,13600,28.2,1
4510,9/16/2015,13600,28.9,0
4610,9/22/2015,13600,25.9,1
4710,9/28/2015,13600,29.1,0
4810,9/29/2015,13600,29.5,0
4910,10/1/2015,13600,29.6,0
5010,10/3/2015,13600,27.4,1
5110,10/6/2015,13600,28.8,0
5210,10/7/2015,13600,29.8,0
5310,10/8/2015,13600,26.7,1
5410,10/9/2015,10300,27,0
5510,10/13/2015,13600,27.1,0
5610,10/14/2015,13600,26.4,0
5710,10/17/2015,10300,27.5,0
5810,10/19/2015,10300,27.2,0
5910,10/28/2015,10300,24.9,0
6010,10/29/2015,10300,24.3,0
6110,11/3/2015,19500,25.2,0
6210,11/4/2015,19500,20.3,1
6310,11/6/2015,19500,21.3,0
6410,11/9/2015,19500,22,0
6510,11/12/2015,19500,21.1,0
6610,11/18/2015,19250,20.3,0
6710,11/20/2015,19250,21.1,0
6810,11/21/2015,19250,21.2,0
6910,12/3/2015,17400,19.8,1
7010,12/9/2015,17400,21.2,0
7110,12/10/2015,17400,20.7,0
7210,12/11/2015,17400,19.6,1
7310,12/12/2015,17400,17.6,1
7410,12/14/2015,17400,18.7,1
7510,12/15/2015,17400,17.9,1
7610,12/16/2015,17400,16.6,0
7710,12/17/2015,17400,17.8,0
7810,12/18/2015,17400,17.6,0
7910,12/19/2015,17400,16.7,1
8010,12/21/2015,17400,18.9,0
8110,12/22/2015,17400,17.1,0
8210,12/23/2015,17400,17.8,0
8310,12/24/2015,17400,18.1,0
8410,12/25/2015,17400,18.8,0
8510,12/26/2015,17400,17.9,0
8610,12/28/2015,17400,19.2,0
8710,12/29/2015,17400,19.6,0
8810,12/30/2015,17400,20.7,0
895,12/31/2015,17400,18,0
901,1/5/2015,7550,17.8,0
911,1/6/2015,7550,17.6,0
921,1/14/2015,7850,18,0
931,1/16/2015,7950,18.4,0
941,1/21/2015,8000,18.1,0
951,1/23/2015,8050,18.9,0
961,1/27/2015,8050,18.8,0
971,1/30/2015,8050,18.8,0
981,2/2/2015,8050,18.2,0
991,2/3/2015,8050,18.7,0
1001,2/4/2015,8050,20,0
1011,2/5/2015,8050,19.7,0
1021,2/6/2015,8050,19.5,0
1031,2/9/2015,8050,19.9,0
1041,2/10/2015,8050,19.4,0
1051,2/11/2015,8050,19.3,0
1061,2/12/2015,8050,19.8,0
1071,2/13/2015,8050,15.5,1
1081,2/16/2015,8050,19.2,0
1091,2/18/2015,8050,21.2,0
1101,2/19/2015,8050,17.3,1
1111,2/23/2015,8050,21.7,0
1121,2/24/2015,8050,23.9,0
1131,2/25/2015,8050,23.3,1
1141,2/26/2015,8050,19.4,1
1151,2/27/2015,8050,21.4,1
1161,3/3/2015,8050,21.4,1
1171,3/4/2015,8050,20.3,0
1181,3/5/2015,8050,20,1
1191,3/9/2015,8050,21.9,0
1201,3/10/2015,8050,23.6,0
1211,3/11/2015,8050,24.1,0
1221,3/12/2015,8000,23.9,0
1231,3/13/2015,8000,24,0
1241,3/16/2015,8000,21.9,1
1251,3/17/2015,8000,24.1,0
1261,3/19/2015,7900,23.2,1
1271,3/20/2015,7900,22.8,0
1281,3/23/2015,7900,26.2,0
1291,3/24/2015,7850,22.1,1
1301,3/25/2015,7850,24.4,0
1311,3/26/2015,7850,25.7,0
1321,3/27/2015,8050,22.4,1
1331,3/30/2015,8250,26.9,0
1341,3/31/2015,8250,20.5,1
1351,4/1/2015,8350,19.6,1
1361,4/6/2015,8350,21.2,1
1371,4/7/2015,8475,22.1,0
1381,4/8/2015,8475,21.2,1
1391,4/9/2015,8475,21.4,1
1401,4/10/2015,8600,20.4,1
1411,4/13/2015,8600,25.4,0
1421,4/15/2015,8700,28.1,0
1431,4/16/2015,8700,29,0
1441,4/17/2015,8700,23.5,1
1451,4/20/2015,8700,24.6,0
1461,4/22/2015,8700,21.2,1
1471,4/23/2015,8700,20.2,1
1481,4/24/2015,8700,21.1,1
1491,4/27/2015,8700,25.1,0
1501,4/28/2015,8700,26.2,0
